pm25_truth_1h,pm25_predict_1h,predicted
113.6363636,104.42842,107.3215317
122.3636364,117.849594,116.1757222
129.9090909,124.5816,123.9615614
139.2727273,130.41994,130.9307189
143.6363636,139.7819,136.7366195
147.1818182,142.94699,142.0879829
151.1818182,145.42358,145.8891771
155.8181818,149.37712,148.1699167
152.8181818,154.40163,147.7405941
146.4545455,149.30461,145.0042381
147.9090909,140.7665,142.3105742
147.5454545,144.19237,140.6801581
146.5454545,145.01396,138.5027365
143.5454545,143.79973,137.4074946
142.6363636,139.96883,136.0759557
140.2727273,139.33968,133.815366
139.9090909,136.97469,134.200915
143.8181818,137.08742,136.0976985
148.9090909,142.57939,138.0869653
148.9090909,148.6593,139.6392765
151.7,147.11209,143.1885709
144,149.55609,142.3889973
143.8181818,139.0664,137.1365194
148.7272727,139.59319,137.2918453
163.5454545,147.41602,150.830527
164.8181818,166.29076,158.4169545
155.3636364,164.7596,152.4268571
136,149.22017,136.435241
123.9090909,124.929344,117.1865144
102.8181818,114.14447,101.2864564
92.36363636,90.47632,86.81883018
71.90909091,83.614,70.96691884
53.54545455,63.1796,55.35708341
42.81818182,43.52213,42.20156161
35.81818182,35.82483,34.81519812
34.63636364,32.508667,34.3128889
35.72727273,33.50898,33.43010406
35,35.7318,33.39870637
36.09090909,34.56954,34.45530846
36,35.421513,36.82265498
39.54545455,35.057922,40.8099235
44.54545455,40.05554,44.84966974
49.27272727,46.122124,48.68707029
55.72727273,49.87372,53.07555009
62.72727273,56.59734,57.14069092
62.54545455,63.97749,60.21622373
64.81818182,61.487072,60.10453574
63.18181818,63.369553,61.70304667
64.90909091,60.634747,64.88309353
67.27272727,63.317142,66.0974844
67.45454545,66.316444,66.74882253
69,66.14462,69.78576672
75,67.55553,73.72278102
83.09090909,75.5703,77.68777063
89.90909091,85.56576,79.9498086
91.72727273,92.48108,80.2555274
88,91.87504,78.6165769
83.90909091,84.06107,77.04042547
81.18181818,78.8327,76.9261828
81.27272727,77.05502,78.16452602
84.81818182,78.90151,81.84987906
97.27272727,84.57603,87.29826341
95.81818182,100.852295,92.91236238
98.18181818,96.41297,93.78832785
90.18181818,97.053406,89.73583951
91.90909091,84.40829,86.24477092
93.36363636,88.70091,87.08023035
95.54545455,92.424904,91.4315003
103.0909091,95.37714,96.53898945
109.9090909,104.51849,104.1327962
122.2727273,111.68539,117.1622575
139,125.135025,131.7501239
151.7272727,143.45033,147.8310372
164.5454545,155.16676,158.0601438
171.3636364,166.60765,166.4820051
178.8181818,170.96567,175.1307107
182.6363636,177.36772,182.1125537
192.2727273,180.1306,187.906501
200.5454545,191.12323,196.5422568
208.7272727,199.97935,204.2124097
213.1818182,207.82164,207.6109783
212.8181818,210.73634,208.0354603
210.1818182,208.0306,207.153277
209.3636364,203.91975,205.1901104
208.9090909,203.6412,203.4840372
206.9090909,204.05394,201.0912798
202,201.9126,199.8713309
199.2727273,195.91702,196.6722822
196.0909091,193.49559,192.6552648
193,190.74121,190.7193026
192.0909091,187.82753,191.8708858
197.2727273,187.6844,195.6678229
209.1818182,195.13367,205.2714392
225.9,210.01582,222.4871278
247.4,228.92912,237.8356834
258,251.95227,252.1575373
267.4545455,258.7127,261.6721913
276.4545455,264.9631,267.6763409
276.6363636,273.17072,272.8097815
283.0909091,270.5212,279.840693
280.4545455,277.87195,279.3616903
280.7272727,273.53537,280.5614567
284.6363636,273.63474,284.7538593
294.7272727,279.4562,290.866067
302.0909091,292.52695,298.6898399
303.3636364,299.78696,305.0073636
306.2727273,297.9231,304.3496925
299.1818182,299.9347,301.7328423
300.5454545,289.7444,308.0187357
309.6363636,292.74133,315.1331645
331.3636364,306.34863,326.4992885
339.4545455,333.9961,329.8294088
317.2727273,338.6426,314.3178344
255.1818182,302.12836,274.0334313
224.3636364,221.49615,243.7356293
223.4545455,197.79613,219.6939777
217.0909091,215.51126,208.4559927
193.9090909,214.73755,193.0157985
168.1818182,184.67435,186.1076694
180.3636364,154.22763,192.3060804
203.8181818,177.61974,187.7430795
199.1818182,211.41283,191.604769
192.0909091,199.45961,191.4820629
185.8,184.9545,184.2147428
180.4,177.60922,198.0944971
180.3636364,173.52644,210.6680847
186.3636364,176.09212,218.9762194
200.1818182,185.15169,214.2288737
216.1818182,202.23566,225.4772905
228.2727273,219.571,237.620636
236.2727273,229.81892,246.5915219
235.5454545,234.8311,231.7667935
171.3636364,230.02081,172.1769743
51.09090909,143.6085,92.9223261
21.45454545,20.561739,49.65404243
14.27272727,11.7528305,33.7096235
10.36363636,13.063809,20.9826251
10.27272727,12.846136,13.6788117
8.909090909,12.729985,10.9389299
8.454545455,11.073083,5.1726601
9.181818182,10.296982,7.101283
8.363636364,10.889081,9.1541077
8.4,10.27107,10.9246573
8.6,10.208326,14.9182736
7.636363636,10.401175,16.7061884
9.454545455,9.6145115,18.8903043
8.6,11.07288,14.4229049
7.454545455,10.515673,15.7423032
7.272727273,9.4158535,11.75445786
6.909090909,9.197875,10.47752355
8.818181818,8.961118,17.21681157
19.63636364,10.583885,26.178317
22,19.845066,28.5005112
30.54545455,22.422735,34.759937
30.63636364,31.589138,37.34646747
27.81818182,30.921265,34.79933496
25.18181818,26.782076,29.70923133
20.36363636,24.003597,26.29348803
18.81818182,19.987387,24.0813872
18.72727273,18.639755,24.05774778
19.63636364,18.80133,24.6364769
22.72727273,19.72563,27.77232632
28.72727273,22.397358,28.7688064
26.45454545,29.026445,32.11672446
28,26.002003,32.00218564
24.72727273,26.954817,31.16677668
27.8,23.925955,33.65981252
30.33333333,26.662897,35.38054828
34,30.535551,36.4138598
37.44444444,34.734272,37.19088883
38.88888889,38.074284,37.81647794
38.90909091,38.807766,38.73767269
38,37.68665,39.99955657
38.09090909,36.04937,41.21481161
39.72727273,36.379166,42.61353071
41.45454545,39.435028,43.9975126
43.81818182,41.98449,45.16072521
47.27272727,44.70122,44.65753837
47.72727273,47.730453,43.01538406
41.09090909,47.47972,41.58720602
36,37.615734,40.17546615
35,32.418636,38.33420903
34.63636364,32.98889,36.35923819
34.09090909,33.74583,34.92520386
34.27272727,33.396538,33.53216781
36,33.595886,32.90285911
38,35.524418,34.02234452
41.27272727,37.842266,36.41987162
45.36363636,42.44807,40.7737894
46.33333333,46.594143,47.35058788
53.18181818,46.629562,55.886319
66.18181818,53.436905,63.04124252
73.36363636,69.07683,68.6960288
74.81818182,76.83401,72.7722547
76.72727273,74.50973,75.29449118
75.81818182,74.98739,77.2849674
77.36363636,73.35152,79.10661901
79.09090909,75.43781,79.76083345
80.27272727,77.916405,79.93183075
80.27272727,79.16287,80.83659408
80.27272727,78.536194,82.59673203
82.27272727,78.22687,83.0071581
80.72727273,81.03035,82.62591183
84.27272727,78.57105,83.50674961
86.36363636,83.433846,85.93378384
87.72727273,85.93456,88.0968326
89.45454545,86.83242,89.41133212
91.63636364,88.45438,90.35304664
92.54545455,90.94518,91.53714475
93.36363636,91.48912,92.60505725
92,92.02053,92.6453974
94.72727273,89.64935,93.97459292
97.90909091,93.76082,96.03766195
97.72727273,98.00335,98.00141273
100.1818182,96.78655,100.2144195
111,99.43867,104.7621927
117.9090909,112.91426,112.7433848
119.4545455,119.96596,118.397213
112.4545455,119.00287,116.1592052
107.0909091,108.1749,108.4311998
108.6,101.67011,104.4960374
106.5454545,106.22988,105.7949824
111.2727273,104.89219,108.8322534
113.9090909,111.14398,112.7362278
128.5454545,114.02425,122.8650383
135.7272727,131.51852,131.1865543
138.6363636,137.99353,135.1945363
138.6363636,137.95535,136.2918963
137.2727273,135.77885,134.994131
136.5454545,133.5661,132.8492901
131.7272727,133.15132,128.7202945
126.4545455,127.624466,125.4085801
125.2727273,121.88601,121.8231982
123.7272727,122.05613,118.6228218
120.1818182,121.36042,118.0169565
123.4545455,117.328705,118.259002
117.2727273,122.15457,111.2875336
89.63636364,114.32956,91.17636453
51.9,76.41553,61.00307044
39.44444444,33.09136,37.0496867
31.4,30.264664,29.6805565
40,28.612307,40.66099127
51,43.211224,47.32780939
49.45454545,55.393036,46.35228379
32.45454545,50.082844,37.86786293
26.90909091,28.20966,31.63040958
27.90909091,24.44076,29.79778155
28,26.231293,29.073613
29.90909091,27.347889,28.04568379
33.36363636,30.080976,28.2873316
32.36363636,34.047405,31.7259784
40.81818182,32.27651,42.10053504
48.90909091,42.86359,46.45469997
53.90909091,50.921135,47.5834213
49.54545455,54.751907,48.5055599
48,47.29806,46.06905565
33.18181818,45.63333,37.0658825
31.27272727,28.777542,26.97139357
28.45454545,28.57239,25.3719142
22,27.241648,22.3794588
15.72727273,21.584124,17.65994892
13.72727273,16.026096,13.15055604
11.63636364,14.283086,11.14587523
11,12.830919,13.3545206
14.63636364,12.371401,14.8642579
15.18181818,15.4968195,15.1113902
14.09090909,16.215405,15.42805933
16.72727273,15.113336,16.4884355
19.72727273,17.14595,18.669579
24,19.895643,21.95685275
24.72727273,23.588842,22.91865871
23.18181818,24.254625,21.36934221
21.81818182,22.691124,21.4889557
25.5,21.332968,23.6848164
29.90909091,24.465584,27.435145
34.63636364,30.430285,32.26798806
39.63636364,35.860218,37.059073
46.90909091,41.692608,40.89121373
48.63636364,48.359085,43.76022336
53.45454545,48.57497,45.83196378
53.45454545,53.120983,46.56594205
52.45454545,52.083466,46.3880346
50.54545455,50.133038,46.83928473
51.81818182,48.251507,47.91351785
55.54545455,50.1507,49.95237653
58.72727273,55.388065,54.48233695
63.81818182,58.785694,59.95636419
67.90909091,64.34904,63.48896987
70.6,67.90799,64.74266344
67.1,69.86056,63.87758062
63.6,64.287155,62.15986598
62.4,59.573963,60.6476193
62.2,59.537117,60.18497686
62.6,60.40773,59.92424612
61.63636364,61.313175,60.30457764
65.72727273,59.936337,61.38936872
66.72727273,65.18904,63.40131243
70.54545455,65.97631,66.00501804
74.27272727,69.94497,68.51962311
75.36363636,74.45742,71.29691469
78.90909091,74.51835,74.24123181
81.72727273,78.38061,77.82661955
85.90909091,81.40467,82.04187319
87.72727273,86.04373,84.77054353
88.09090909,87.20955,86.31917065
88.63636364,86.4408,87.68736504
89.36363636,86.69408,87.55674821
84.90909091,87.642494,85.64592994
83.27272727,81.009796,81.9710552
83,79.60937,79.43174251
90,80.51167,82.27305933
89.63636364,91.18445,87.43720826
92.27272727,89.394455,87.88444194
88.3,91.64272,85.9151501
91.4,84.7902,85.35251047
81.9,89.815674,84.37990646
85.3,76.83541,81.67110062
87.63636364,82.73781,84.63999569
100,87.37451,94.2727879
98,103.2806,97.0713828
92,98.31548,93.09567384
96.81818182,86.74144,90.749467
96.63636364,95.195564,94.7962145
95.27272727,95.718376,98.18262077
101.7272727,93.24987,98.882944
100.0909091,102.05795,101.2994258
103.8181818,99.25113,104.2076948
106.1818182,103.25501,105.2331707
121.7272727,105.818596,113.1206105
131.9090909,124.874405,130.3198838
139.5454545,135.33818,138.9399311
148.8181818,140.87543,141.4616438
156,149.3907,143.7380626
164.3636364,155.88045,151.3119555
172.6666667,164.13771,160.1746795
173.6666667,172.4484,163.450423
163.1,171.10965,156.2529373
138.2727273,155.77519,138.2939138
117.7272727,125.09296,109.2882701
91.63636364,103.16679,94.71382215
83.36363636,77.853226,79.14298107
77,76.67074,77.37235168
84.54545455,74.67392,80.03888834
91.72727273,86.53379,84.02787779
127.5454545,95.74965,111.6299645
114.3636364,138.59398,126.7042136
119.3636364,114.77256,120.9702738
99.27272727,115.97283,87.3827348
80.09090909,87.63914,76.6199588
52.45454545,67.69268,63.3865761
141,37.08202,91.6876713
171.0909091,161.35124,157.6459586
172.0909091,194.67474,189.7057338
172.5454545,175.46198,177.8334694
176.2727273,165.81657,170.8941469
173.8181818,170.30678,172.3127431
194.9090909,168.30667,192.8498855
214.9090909,196.64319,209.9975731
149.3636364,220.50397,183.3489716
120.7272727,125.00161,122.3708492
78,92.06454,73.15488533
55.90909091,54.79577,66.6988791
57.36363636,42.799545,66.52075858
52,58.026913,46.9828171
35.45454545,53.789715,34.55241252
34,31.19689,37.34150593
35.27272727,31.344538,37.8047273
42.27272727,34.864594,39.0296108
46.18181818,44.919693,42.8666559
52.27272727,48.03376,43.0576912
56.09090909,53.079323,48.26866
51.45454545,56.221275,57.5454695
69.72727273,48.668713,70.9870805
86.27272727,72.30364,76.48589261
53.09090909,93.741066,70.42354691
51.54545455,40.04487,53.5736899
59,43.461277,48.0160344
46.27272727,58.863274,53.04459526
58.90909091,43.912746,60.361286
62.18181818,59.811222,53.5766008
55.8,63.68742,49.83495785
50.9,52.459488,50.597202
49.1,46.80237,49.2892678
47.90909091,46.816944,50.633883
58.36363636,46.981915,53.61256976
60.36363636,60.071182,53.2054244
54,61.359894,54.0959095
48.45454545,50.18383,51.2761827
48,44.487923,48.15999657
54.72727273,46.34971,47.04518368
58,55.35555,54.2522067
62.81818182,58.927757,68.503266
73.72727273,63.43099,77.8859997
90.09090909,76.93701,79.57853632
94.45454545,96.0971,83.6575044
99,97.43543,89.08920331
100.7272727,99.29102,92.836227
95.54545455,99.55837,104.7761821
138.1818182,91.18257,117.4054372
97.54545455,147.44705,118.6957669
98.54545455,86.68655,108.7122998
120.4545455,88.08316,109.6199944
118.9090909,123.9422,113.2016174
99.8,121.07342,114.1435408
113.4,89.934296,119.6465872
123.6,111.88083,123.9092662
131.6,126.8691,132.9019717
135,134.19128,127.1315415
136.4,134.88046,124.7698293
130.6,134.31075,121.4702345
123.9,125.97703,122.5371327
128.8,118.18505,121.7535354
130.1818182,126.77898,124.4851999
137.1818182,129.51031,130.5685796
142.7272727,137.63797,136.338985
154.6363636,143.15576,146.305589
169.5454545,156.3105,159.708434
172.5454545,172.63371,170.3074817
174.5454545,172.02945,168.5604504
171.3636364,171.17836,164.7469258
169.6363636,166.05164,165.6217635
167.8181818,164.40425,165.9407196
165.7272727,163.29285,163.7840742
166,161.5523,159.953065
163.2727273,162.67534,157.0046255
161,159.49016,158.1101747
162.4545455,156.88971,163.3668036
171.4545455,159.52248,171.6370488
188.3636364,171.45158,181.3206438
197.4545455,191.83208,189.0289752
197.8181818,199.22879,197.3661459
208.0909091,194.66103,205.9815587
217.0909091,205.92653,211.2421203
214.3636364,216.24861,210.8934448
205.5454545,209.75256,205.5503815
207.7272727,196.88794,203.6934743
212.8181818,201.83055,206.5176381
215.5454545,210.37984,212.6426354
222.4545455,213.16408,218.244842
229.3636364,220.59355,223.9620456
243,227.74863,233.5775702
247.8181818,243.23032,241.3677107
246.2727273,245.83795,243.663169
246.3636364,240.28635,242.4186103
247.3636364,239.65541,237.8617904
240.6363636,241.66042,235.1598436
236.0909091,233.04909,232.7577001
225.9090909,228.19347,221.2449831
212.8181818,216.90388,206.987654
193,202.54333,194.9729579
212.3636364,180.75462,189.7186843
216.2727273,211.96774,208.4247029
212.5454545,217.8678,217.0217614
184.4545455,208.63306,186.5156205
159.9090909,170.31424,161.7855122
149.4545455,143.52638,147.9199547
145.9090909,139.50911,138.6881661
128.2727273,142.08891,131.3240049
116.5454545,122.14336,122.5725261
121.4545455,109.36973,113.9817292
97.90909091,120.08913,103.2614988
75.45454545,88.7116,86.52099614
57.45454545,62.05288,68.5268179
45.45454545,45.33217,55.4246886
41.36363636,38.869316,48.1221905
42,38.539978,42.03156517
40.72727273,42.98239,44.7915594
45.09090909,41.102024,48.48000651
44.09090909,46.49636,46.7753152
40.72727273,44.59429,45.24263829
44.72727273,38.43996,48.25600665
43.63636364,45.150074,49.5942677
44.09090909,43.801895,46.58717666
37.63636364,44.041416,44.09788698
39.54545455,34.222626,42.71025343
44.45454545,37.78874,44.8939546
43,45.89632,48.67408859
48.09090909,43.416485,50.64176178
50.55555556,48.329647,50.15910473
51.9,50.31834,48.64388925
43.33333333,50.95186,47.31774948
41.88888889,39.589123,45.66263469
40.55555556,38.781345,42.85302694
43.3,38.858074,38.76898756
31.1,44.150326,35.2406817
34.7,28.73115,32.80100476
35.8,33.12446,29.43775284
32.4,35.663322,27.14701912
28,31.843952,25.53933812
22.54545455,26.695717,26.31924558
32.09090909,21.73854,25.96627108
22.3,32.60656,26.63509233
23.2,22.50689,27.18323453
30,22.206865,26.7467023
24.09090909,30.216438,27.97831306
28.36363636,23.887463,30.57731185
34.54545455,27.194366,33.40907351
39.45454545,35.89887,35.43043322
35.09090909,41.931343,36.46035116
35.54545455,33.406242,33.98472774
29.27272727,33.645447,30.71536645
27.7,27.74995,30.24130016
30.09090909,26.196682,29.94648646
29.27272727,29.707512,31.75897685
34.6,28.985355,34.9889355
32.6,35.35749,37.77101771
40.9,32.477287,40.44956496
45.2,42.830284,48.21609453
55.1,46.97951,55.5794402
56.66666667,56.768784,60.2229683
55.7,56.583717,61.98033284
58.3,53.054222,60.991702
60.2,56.549744,60.57811055
61.2,59.131237,64.5547962
70,59.98421,72.54178798
76.81818182,70.76394,78.27086913
85.72727273,79.54527,82.66017517
82.09090909,88.806244,87.36065228
93.27272727,79.991394,90.4669414
97.27272727,94.544716,92.0160423
93.27272727,98.68173,92.6039975
86.18181818,90.526024,92.5125939
86.27272727,79.766655,93.1763419
91,82.204346,95.8904418
102.1818182,91.13786,99.7196347
101.7272727,105.40379,99.93025115
97.45454545,102.403465,100.127452
94.81818182,93.8761,101.296743
98.54545455,90.47746,102.3897592
107,97.544655,103.5744794
105.4545455,108.80959,106.8453701
110,105.17922,113.6422245
116,109.43095,111.808218
114.1818182,116.43036,111.1291123
116.8,112.68522,115.3240125
120.7,115.15572,124.426774
134.8181818,120.04004,137.7885973
